True (T) or No Data (C);Year;Solar Longitude;Sol;Wind Speed m/sec;Wind Direction;Pressure mb;Temp F;Temp C
T;1;276.501;271.98;1.1;217;9.58;-156.6;-104.78
T;1;276.527;272.02;1.1;210;9.63;-153.18;-102.88
T;1;276.552;272.06;1.5;235;9.74;-155.06;-103.92
T;1;276.578;272.1;2.5;238;9.7;-166.61;-110.34
T;1;276.604;272.14;3;247;9.67;-167.78;-110.99
T;1;276.629;272.18;5.3;237;9.67;-168.9;-111.61
T;1;276.655;272.22;5.1;243;9.58;-170.1;-112.28
T;1;276.681;272.26;2.1;236;9.83;-169.29;-111.83
T;1;276.706;272.3;3.3;214;10.17;-163.88;-108.82
T;1;276.732;272.34;4.3;217;10.23;-160.71;-107.06
T;1;276.758;272.38;5.1;210;10;-159.88;-106.6
T;1;276.783;272.42;7.6;219;9.88;-160.56;-106.98
T;1;276.809;272.46;10;214;9.78;-157.85;-105.47
T;1;276.835;272.5;10.2;225;9.76;-152.43;-102.46
T;1;276.86;272.54;10.9;223;9.67;-150.84;-101.58
T;1;276.886;272.58;10.1;227;9.64;-147.19;-99.55
T;1;276.911;272.62;6.4;235;9.67;-147.21;-99.56
T;1;276.937;272.66;6.1;230;9.67;-150.02;-101.12
T;1;276.963;272.7;5.5;229;9.67;-154.98;-103.88
T;1;276.988;272.74;5.5;212;9.63;-159.48;-106.38
T;1;277.014;272.78;5.9;220;9.52;-162.6;-108.11
T;1;277.04;272.82;3.8;220;9.49;-164.22;-109.01
T;1;277.065;272.86;2.3;225;9.49;-162.29;-107.94
T;1;277.091;272.9;3.9;223;9.49;-159.5;-106.39
T;1;277.116;272.94;4.9;207;9.49;-153.96;-103.31
T;1;277.142;272.98;4.3;198;9.49;-154.08;-103.38
T;1;277.168;273.02;4.6;199;9.49;-154.59;-103.66
T;1;277.193;273.06;3;205;9.58;-156.1;-104.5
T;1;277.219;273.1;2.5;216;9.61;-155.85;-104.36
T;1;277.245;273.14;1.8;210;9.6;-155.06;-103.92
T;1;277.27;273.18;1.7;217;9.52;-162.09;-107.83
T;1;277.296;273.22;2.7;221;9.49;-168.32;-111.29
T;1;277.321;273.26;2.7;242;9.65;-169.11;-111.73
T;1;277.347;273.3;3;210;9.91;-161.66;-107.59
T;1;277.373;273.34;3.2;223;9.94;-158.64;-105.91
T;1;277.398;273.38;4.7;222;9.94;-162.02;-107.79
T;1;277.424;273.42;7.1;244;9.79;-163.17;-108.43
T;1;277.449;273.46;10;241;9.63;-158.24;-105.69
T;1;277.475;273.5;11.3;241;9.58;-153.42;-103.01
T;1;277.501;273.54;12.1;225;9.54;-151.85;-102.14
T;1;277.526;273.58;12.3;228;9.49;-151.49;-101.94
T;1;277.552;273.62;13.4;221;9.45;-153.58;-103.1
T;1;277.578;273.66;11.8;226;9.52;-156.68;-104.82
T;1;277.603;273.7;10.2;223;9.58;-159.74;-106.52
T;1;277.629;273.74;8.2;223;9.58;-162.72;-108.18
T;1;277.654;273.78;8.1;222;9.58;-164.69;-109.27
T;1;277.68;273.82;5.7;223;9.58;-166.32;-110.18
T;1;277.706;273.86;3.8;221;9.58;-167.69;-110.94
T;1;277.731;273.9;4.2;231;9.49;-168.38;-111.32
T;1;277.757;273.94;4.4;211;9.52;-169.42;-111.9
T;1;277.782;273.98;3.5;215;9.58;-169.65;-112.03
T;1;277.808;274.02;2.2;234;9.67;-169.31;-111.84
T;1;277.834;274.06;1.8;231;9.71;-168.65;-111.47
T;1;277.859;274.1;2;243;9.76;-169.89;-112.16
T;1;277.885;274.14;3.4;236;9.76;-171.18;-112.88
T;1;277.91;274.18;4.9;238;9.73;-172.35;-113.53
T;1;277.936;274.22;7.2;232;9.61;-172.88;-113.82
T;1;277.962;274.26;8.4;233;9.76;-172.14;-113.41
T;1;277.987;274.3;5.7;228;10.2;-170.84;-112.69
T;1;278.013;274.34;4.6;221;10.34;-164.69;-109.27
T;1;278.038;274.38;5;220;10.14;-161.39;-107.44
T;1;278.064;274.42;8.5;220;10.02;-166.31;-110.17
T;1;278.09;274.46;9.9;238;9.94;-161.93;-107.74
T;1;278.115;274.5;11.6;233;9.82;-158.39;-105.77
T;1;278.141;274.54;12.8;232;9.69;-156.78;-104.88
T;1;278.166;274.58;11.9;230;9.7;-154.8;-103.78
T;1;278.192;274.62;10;236;9.76;-155.31;-104.06
T;1;278.218;274.66;9.7;221;9.82;-157.76;-105.42
T;1;278.243;274.7;9.3;213;9.85;-160.85;-107.14
T;1;278.269;274.74;9.2;220;9.8;-163.84;-108.8
T;1;278.294;274.78;9;217;9.76;-165.77;-109.87
T;1;278.32;274.82;8.1;222;9.82;-166.4;-110.22
T;1;278.346;274.86;5.6;212;9.85;-167.55;-110.86
T;1;278.371;274.9;2.8;214;9.79;-163.52;-108.62
T;1;278.397;274.94;1.4;225;9.78;-162.47;-108.04
T;1;278.422;274.98;1.3;236;9.91;-161.75;-107.64
T;1;278.448;275.02;1.9;238;9.94;-165.62;-109.79
T;1;278.473;275.06;2.7;246;9.89;-160.92;-107.18
T;1;278.499;275.1;3.1;249;9.97;-168.11;-111.17
T;1;278.525;275.14;2;250;10.02;-167.67;-110.93
T;1;278.55;275.18;3.5;231;9.91;-169.76;-112.09
T;1;278.576;275.22;5.2;216;9.85;-170.41;-112.45
T;1;278.601;275.26;7.7;229;9.98;-169.24;-111.8
T;1;278.627;275.3;7.1;213;10.32;-168.54;-111.41
T;1;278.652;275.34;4.8;236;10.43;-164.52;-109.18
T;1;278.678;275.38;2.5;205;10.29;-154.41;-103.56
T;1;278.704;275.42;4.9;224;10.23;-155.6;-104.22
T;1;278.729;275.46;8.2;226;10.18;-160.01;-106.67
T;1;278.755;275.5;10.6;231;10.05;-158.03;-105.57
T;1;278.78;275.54;12.5;220;9.91;-155.88;-104.38
T;1;278.806;275.58;13.3;224;9.76;-155.63;-104.24
T;1;278.831;275.62;14.5;223;9.76;-156.23;-104.57
T;1;278.857;275.66;12;219;9.87;-157.43;-105.24
T;1;278.883;275.7;10.9;226;10;-159.11;-106.17
T;1;278.908;275.74;9.3;219;10.02;-161.48;-107.49
T;1;278.934;275.78;6.4;214;10.02;-162.72;-108.18
T;1;278.959;275.82;5.5;213;10.02;-163.59;-108.66
T;1;278.985;275.86;3.6;215;10.02;-164.33;-109.07
T;1;279.01;275.9;3.2;228;9.94;-164.83;-109.35
T;1;279.036;275.94;3.6;222;9.85;-166.23;-110.13
T;1;279.061;275.98;4;227;9.94;-165.19;-109.55
T;1;279.087;276.02;2.4;236;10.02;-164.49;-109.16
T;1;279.113;276.06;1.6;221;10.09;-164.49;-109.16
T;1;279.138;276.1;2.3;221;10.19;-165.03;-109.46
T;1;279.164;276.14;4.5;220;10.16;-166.5;-110.28
T;1;279.189;276.18;5.5;212;10.02;-166.95;-110.53
T;1;279.215;276.22;7.8;208;9.85;-167.76;-110.98
T;1;279.24;276.26;9.6;231;10.07;-167.21;-110.67
T;1;279.266;276.3;9.9;224;10.56;-164.9;-109.39
T;1;279.291;276.34;6.1;245;10.51;-165.33;-109.63
T;1;279.317;276.38;4.1;248;10.44;-163.95;-108.86
T;1;279.343;276.42;2.1;234;10.44;-151.4;-101.89
T;1;279.368;276.46;3.3;228;10.38;-152.1;-102.28
T;1;279.394;276.5;7.4;236;10.14;-156.96;-104.98
T;1;279.419;276.54;9.5;237;9.94;-155.31;-104.06
T;1;279.445;276.58;9.7;227;9.97;-153.89;-103.27
T;1;279.47;276.62;9.7;229;10.05;-153.53;-103.07
T;1;279.496;276.66;10;225;10.11;-154.71;-103.73
T;1;279.521;276.7;10.1;227;10.11;-156.6;-104.78
T;1;279.547;276.74;11.4;213;10.05;-159.43;-106.35
T;1;279.572;276.78;10.6;218;10.11;-160.87;-107.15
T;1;279.598;276.82;11.1;230;10.17;-161.66;-107.59
T;1;279.624;276.86;8;225;10.18;-163.34;-108.52
T;1;279.649;276.9;6.3;249;10.11;-163.77;-108.76
T;1;279.675;276.94;3.8;228;10.05;-163.21;-108.45
T;1;279.7;276.98;2.9;225;10.02;-158.98;-106.1
T;1;279.726;277.02;3.1;230;10.05;-159.81;-106.56
T;1;279.751;277.06;2.2;225;10.16;-161.7;-107.61
T;1;279.777;277.1;2.2;212;10.2;-162.8;-108.22
T;1;279.802;277.14;2.8;225;10.16;-162.92;-108.29
T;1;279.828;277.18;4.9;216;9.91;-164.65;-109.25
T;1;279.853;277.22;7.5;236;9.85;-165.71;-109.84
T;1;279.879;277.26;10.2;231;10.16;-163.91;-108.84
T;1;279.905;277.3;13.7;238;10.71;-162.06;-107.81
T;1;279.93;277.34;6.4;232;10.72;-163.64;-108.69
T;1;279.955;277.38;2.2;225;10.56;-162.78;-108.21
T;1;279.981;277.42;2.2;225;10.47;-158.03;-105.57
T;1;280.007;277.46;1.4;240;10.34;-155.25;-104.03
T;1;280.032;277.5;4.9;238;10.14;-154.46;-103.59
T;1;280.058;277.54;2.9;240;10.09;-150.97;-101.65
T;1;280.083;277.58;2.6;231;10.14;-148.58;-100.32
T;1;280.109;277.62;4;211;10.11;-149.35;-100.75
T;1;280.134;277.66;5.7;216;10.07;-151.83;-102.13
T;1;280.16;277.7;5.8;212;10.02;-153.94;-103.3
T;1;280.185;277.74;6.5;238;10.09;-155.49;-104.16
T;1;280.211;277.78;5.7;233;10.11;-155.47;-104.15
T;1;280.236;277.82;5.6;223;10.11;-156.23;-104.57
T;1;280.262;277.86;4.8;229;10.09;-155.78;-104.32
T;1;280.287;277.9;1.9;207;10.02;-147.39;-99.66
T;1;280.313;277.94;2.9;215;10.02;-149.13;-100.63
T;1;280.338;277.98;5.9;223;10.02;-149.21;-100.67
T;1;280.364;278.02;5.2;222;10.05;-148.34;-100.19
T;1;280.389;278.06;2.9;207;10.02;-148.94;-100.52
T;1;280.415;278.1;2.1;230;10.11;-157.29;-105.16
T;1;280.44;278.14;2.3;234;10.02;-159.05;-106.14
T;1;280.466;278.18;3.3;216;9.85;-160.49;-106.94
T;1;280.491;278.22;4.6;233;9.76;-161.61;-107.56
T;1;280.517;278.26;7.5;231;10.11;-160.24;-106.8
T;1;280.542;278.3;9.1;230;10.56;-157.92;-105.51
T;1;280.568;278.34;5.8;244;10.54;-158.82;-106.01
T;1;280.593;278.38;3.9;220;10.44;-151.46;-101.92
T;1;280.619;278.42;4.8;208;10.44;-145.91;-98.84
T;1;280.644;278.46;5.7;208;10.18;-143.57;-97.54
T;1;280.67;278.5;7.7;214;10;-145.32;-98.51
T;1;280.695;278.54;6.8;214;10;-142.58;-96.99
T;1;280.721;278.58;4;210;10.11;-138.26;-94.59
T;1;280.746;278.62;1.4;232;10.11;-141.92;-96.62
T;1;280.772;278.66;1.7;221;10.02;-146.78;-99.32
T;1;280.797;278.7;2.3;234;9.97;-149.85;-101.03
T;1;280.823;278.74;1.8;211;9.94;-152.9;-102.72
T;1;280.848;278.78;2.2;230;9.94;-154.43;-103.57
T;1;280.874;278.82;2.7;215;9.94;-150.18;-101.21
T;1;280.899;278.86;4.4;216;9.94;-149.93;-101.07
T;1;280.925;278.9;3.6;216;9.88;-146.88;-99.38
T;1;280.95;278.94;2.6;205;9.87;-145.08;-98.38
T;1;280.976;278.98;1.4;202;9.91;-144.24;-97.91
T;1;281.001;279.02;2;203;9.94;-144.53;-98.07
T;1;281.027;279.06;1.4;220;9.87;-146.63;-99.24
T;1;281.052;279.1;2.2;209;9.97;-157.56;-105.31
T;1;281.078;279.14;2.2;207;9.98;-157.72;-105.4
T;1;281.103;279.18;4.5;216;9.76;-158.44;-105.8
T;1;281.129;279.22;4.3;222;9.58;-158.33;-105.74
T;1;281.154;279.26;5.2;237;9.94;-157.45;-105.25
T;1;281.18;279.3;8;231;10.38;-156.35;-104.64
T;1;281.205;279.34;4.8;243;10.43;-155.72;-104.29
T;1;281.23;279.38;3.6;217;10.38;-148;-100
T;1;281.256;279.42;5.3;205;10.29;-143.84;-97.69
T;1;281.281;279.46;7;223;10.11;-145.55;-98.64
T;1;281.307;279.5;9;220;9.91;-147.62;-99.79
T;1;281.332;279.54;10;229;9.85;-147.03;-99.46
T;1;281.358;279.58;9.4;238;9.94;-144.2;-97.89
T;1;281.383;279.62;8.5;226;9.94;-144.24;-97.91
T;1;281.409;279.66;8;229;9.94;-146.4;-99.11
T;1;281.434;279.7;7.8;223;9.85;-150;-101.11
T;1;281.46;279.74;5.6;223;9.85;-152.95;-102.75
T;1;281.485;279.78;5.8;216;9.85;-154.77;-103.76
T;1;281.511;279.82;5.5;209;9.85;-156.37;-104.65
T;1;281.536;279.86;2.8;230;9.85;-156.96;-104.98
T;1;281.562;279.9;1.6;225;9.82;-156.95;-104.97
T;1;281.587;279.94;1;225;9.76;-149.6;-100.89
T;1;281.613;279.98;1.1;231;9.76;-149.48;-100.82
T;1;281.638;280.02;1.3;246;9.85;-157.63;-105.35
T;1;281.663;280.06;1.5;243;9.85;-158.21;-105.67
T;1;281.689;280.1;1.8;225;9.88;-158.31;-105.73
T;1;281.714;280.14;3.4;235;9.87;-159.02;-106.12
T;1;281.74;280.18;6.1;225;9.76;-159.84;-106.58
T;1;281.765;280.22;6.7;231;9.76;-160.58;-106.99
T;1;281.791;280.26;5.1;240;9.89;-160.31;-106.84
T;1;281.816;280.3;4.6;220;10.23;-159.12;-106.18
T;1;281.842;280.34;2.5;250;10.29;-157.25;-105.14
T;1;281.867;280.38;1.1;229;10.29;-148.79;-100.44
T;1;281.892;280.42;2.7;214;10.29;-146.69;-99.27
T;1;281.918;280.46;7.3;231;10.07;-152.21;-102.34
T;1;281.943;280.5;9.5;241;9.85;-150.88;-101.6
T;1;281.969;280.54;10.2;242;9.87;-149.3;-100.72
T;1;281.994;280.58;9.2;232;9.94;-148.27;-100.15
T;1;282.02;280.62;8.3;231;9.85;-149.53;-100.85
T;1;282.045;280.66;9.7;218;9.91;-151.94;-102.19
T;1;282.071;280.7;10;207;9.85;-154.7;-103.72
T;1;282.096;280.74;10.2;220;9.85;-157.13;-105.07
T;1;282.121;280.78;8.3;218;9.76;-158.08;-105.6
T;1;282.147;280.82;7.6;216;9.82;-159.25;-106.25
T;1;282.172;280.86;6.5;219;9.87;-160.29;-106.83
T;1;282.198;280.9;4.7;210;9.82;-160.94;-107.19
T;1;282.223;280.94;3.8;238;9.76;-161.48;-107.49
T;1;282.249;280.98;2.7;229;9.76;-161.95;-107.75
T;1;282.274;281.02;2.3;241;9.76;-161.37;-107.43
T;1;282.3;281.06;1.7;231;9.76;-160.55;-106.97
T;1;282.325;281.1;3;233;9.79;-161.72;-107.62
T;1;282.35;281.14;4;209;9.85;-161.66;-107.59
T;1;282.376;281.18;4.7;207;9.82;-163.16;-108.42
T;1;282.401;281.22;6.9;212;9.85;-164.24;-109.02
T;1;282.427;281.26;7.1;239;9.97;-163.75;-108.75
T;1;282.452;281.3;8.1;232;10.23;-162.69;-108.16
T;1;282.478;281.34;3.5;248;10.2;-162.6;-108.11
T;1;282.503;281.38;1.4;225;10.23;-160.8;-107.11
T;1;282.528;281.42;1.8;237;10.26;-154.28;-103.49
T;1;282.554;281.46;7.5;244;10.07;-157.22;-105.12
T;1;282.579;281.5;10.6;237;9.94;-153.78;-103.21
T;1;282.605;281.54;11.2;229;9.94;-152.16;-102.31
T;1;282.63;281.58;10.5;222;9.88;-152.64;-102.58
T;1;282.656;281.62;11.2;223;9.85;-153.96;-103.31
T;1;282.681;281.66;12.1;210;9.85;-159.5;-106.39
T;1;282.706;281.7;13;223;9.85;-160.65;-107.03
T;1;282.732;281.74;12.2;228;9.89;-159.95;-106.64
T;1;282.757;281.78;11;210;9.85;-160.64;-107.02
T;1;282.783;281.82;10.6;220;9.88;-161.9;-107.72
T;1;282.808;281.86;9.8;216;9.94;-162.99;-108.33
T;1;282.833;281.9;8.7;208;9.94;-163.39;-108.55
T;1;282.859;281.94;6.3;227;9.87;-163.95;-108.86
T;1;282.884;281.98;5.7;214;9.85;-164.13;-108.96
T;1;282.91;282.02;4.9;223;9.85;-164.43;-109.13
T;1;282.935;282.06;4.7;223;9.78;-164.42;-109.12
T;1;282.961;282.1;5.6;218;9.79;-165.96;-109.98
T;1;282.986;282.14;6.6;231;9.89;-165.6;-109.78
T;1;283.011;282.18;8.2;216;9.85;-166.23;-110.13
T;1;283.037;282.22;9.2;218;9.85;-166.65;-110.36
T;1;283.062;282.26;9.9;220;10.01;-165.57;-109.76
T;1;283.088;282.3;8.3;222;10.32;-165.5;-109.72
T;1;283.113;282.34;6.3;236;10.38;-165.95;-109.97
T;1;283.138;282.38;3.7;235;10.32;-164.97;-109.43
T;1;283.164;282.42;2;248;10.32;-161.36;-107.42
T;1;283.189;282.46;6.5;241;10.2;-159.48;-106.38
T;1;283.214;282.5;9.7;236;10.02;-156.44;-104.69
T;1;283.24;282.54;11;225;9.94;-154.68;-103.71
T;1;283.265;282.58;10.9;226;9.97;-153.81;-103.23
T;1;283.291;282.62;11.3;212;10.02;-154.1;-103.39
T;1;283.316;282.66;12.8;221;9.98;-155.87;-104.37
T;1;283.341;282.7;13.7;229;9.94;-157.94;-105.52
T;1;283.367;282.74;14.3;209;9.94;-160.33;-106.85
T;1;283.392;282.78;14;218;9.94;-162.11;-107.84
T;1;283.418;282.82;11.4;219;9.94;-163.07;-108.37
T;1;283.443;282.86;11.3;218;10;-163.32;-108.51
T;1;283.468;282.9;8.9;220;9.97;-164.22;-109.01
T;1;283.494;282.94;7.4;215;9.91;-164.76;-109.31
T;1;283.519;282.98;6.2;225;9.94;-165.06;-109.48
T;1;283.545;283.02;6.3;219;9.94;-164.65;-109.25
T;1;283.57;283.06;5.4;216;9.85;-165.82;-109.9
T;1;283.595;283.1;4.6;222;9.88;-165.32;-109.62
T;1;283.621;283.14;7.1;202;9.91;-166.05;-110.03
T;1;283.646;283.18;10.4;210;9.94;-166.77;-110.43
T;1;283.671;283.22;11.4;221;9.94;-166.99;-110.55
T;1;283.697;283.26;11.6;203;10.02;-167.24;-110.69
T;1;283.722;283.3;11.4;221;10.38;-166.68;-110.38
T;1;283.748;283.34;6.3;236;10.45;-166.76;-110.42
T;1;283.773;283.38;4.1;214;10.38;-164.13;-108.96
T;1;283.798;283.42;4.9;209;10.38;-161.7;-107.61
T;1;283.824;283.46;4.2;245;10.34;-159.74;-106.52
T;1;283.849;283.5;6.3;225;10.17;-158.75;-105.97
T;1;283.874;283.54;9.6;222;10.05;-156.96;-104.98
T;1;283.9;283.58;11.7;205;10.02;-156.57;-104.76
T;1;283.925;283.62;11.5;225;10.05;-155.79;-104.33
T;1;283.951;283.66;13.9;224;10.07;-156.78;-104.88
T;1;283.976;283.7;15.3;206;10.02;-160.13;-106.74
T;1;284.001;283.74;15;203;10.02;-161.46;-107.48
T;1;284.027;283.78;13.2;225;10.02;-163.1;-108.39
T;1;284.052;283.82;12.7;224;10.02;-163.97;-108.87
T;1;284.077;283.86;12.4;229;10.11;-163.71;-108.73
T;1;284.103;283.9;9.9;235;10.02;-165.06;-109.48
T;1;284.128;283.94;8.1;205;9.96;-164.96;-109.42
T;1;284.153;283.98;8;218;10.02;-164.92;-109.4
T;1;284.179;284.02;6;221;10.02;-165.28;-109.6
T;1;284.204;284.06;5.4;212;9.96;-166.25;-110.14
T;1;284.23;284.1;5.8;221;10;-165.57;-109.76
T;1;284.255;284.14;6.4;218;10.02;-165.19;-109.55
T;1;284.28;284.18;7.3;219;10;-165.82;-109.9
T;1;284.306;284.22;9.9;213;10;-166.2;-110.11
T;1;284.331;284.26;12.4;213;10.16;-166.29;-110.16
T;1;284.356;284.3;12.3;222;10.56;-165.37;-109.65
T;1;284.382;284.34;8;246;10.63;-164.97;-109.43
T;1;284.407;284.38;5.2;208;10.5;-165.55;-109.75
T;1;284.432;284.42;6.1;208;10.47;-163.17;-108.43
T;1;284.458;284.46;6.2;223;10.43;-160.6;-107
T;1;284.483;284.5;7.9;214;10.26;-158.12;-105.62
T;1;284.508;284.54;8.9;214;10.11;-156.42;-104.68
T;1;284.534;284.58;9.2;212;10.11;-155.49;-104.16
T;1;284.559;284.62;9.3;216;10.11;-156.23;-104.57
T;1;284.584;284.66;10.2;224;10.11;-157.25;-105.14
T;1;284.61;284.7;12.2;214;10.11;-159.03;-106.13
T;1;284.635;284.74;14.3;216;10.11;-160.92;-107.18
T;1;284.66;284.78;15;217;10.11;-162.58;-108.1
T;1;284.686;284.82;15.3;226;10.11;-163.53;-108.63
T;1;284.711;284.86;13;224;10.11;-163.98;-108.88
T;1;284.736;284.9;12.2;227;10.11;-164.97;-109.43
T;1;284.762;284.94;8.1;231;10.05;-165.68;-109.82
T;1;284.787;284.98;7.2;225;10.11;-165.53;-109.74
T;1;284.812;285.02;5.5;236;10.02;-165.28;-109.6
T;1;284.838;285.06;3.4;229;10;-164.83;-109.35
T;1;284.863;285.1;2.7;211;10.05;-165.12;-109.51
T;1;284.888;285.14;4;217;10.05;-164.88;-109.38
T;1;284.914;285.18;6.8;200;10.02;-166.02;-110.01
T;1;284.939;285.22;9.7;216;10.08;-165.93;-109.96
T;1;284.964;285.26;11;215;10.18;-165.96;-109.98
T;1;284.99;285.3;13.4;225;10.62;-164.72;-109.29
T;1;285.015;285.34;10.6;235;10.72;-165.08;-109.49
T;1;285.04;285.38;7.8;221;10.53;-165.62;-109.79
T;1;285.066;285.42;7.2;224;10.56;-163.26;-108.48
T;1;285.091;285.46;3.9;235;10.49;-158.42;-105.79
T;1;285.116;285.5;3.2;240;10.29;-157.52;-105.29
T;1;285.141;285.54;7.3;223;10.09;-156.64;-104.8
T;1;285.167;285.58;7.7;228;10.11;-155.96;-104.42
T;1;285.192;285.62;7.8;214;10.2;-155.02;-103.9
T;1;285.217;285.66;9.2;221;10.16;-155.34;-104.08
T;1;285.243;285.7;10.3;216;10.11;-157.27;-105.15
T;1;285.268;285.74;11.7;207;10.11;-158.64;-105.91
T;1;285.293;285.78;11.2;212;10.11;-160.33;-106.85
T;1;285.319;285.82;10.7;219;10.11;-161.25;-107.36
T;1;285.344;285.86;8.8;240;10.11;-162.18;-107.88
T;1;285.369;285.9;8.1;238;10.11;-162.2;-107.89
T;1;285.395;285.94;6.2;227;10.05;-163.75;-108.75
T;1;285.42;285.98;5.4;233;10.02;-162.44;-108.02
T;1;285.445;286.02;2.9;225;10;-163.53;-108.63
T;1;285.471;286.06;1.8;220;9.98;-162.96;-108.31
T;1;285.496;286.1;2.2;220;10.02;-163.14;-108.41
T;1;285.521;286.14;4.4;225;10.07;-163.3;-108.5
T;1;285.546;286.18;5.8;201;10;-163.64;-108.69
T;1;285.572;286.22;10;206;9.97;-164.6;-109.22
T;1;285.597;286.26;12.5;219;10.16;-164.36;-109.09
T;1;285.622;286.3;11;213;10.59;-163.19;-108.44
T;1;285.648;286.34;7.8;248;10.63;-163.71;-108.73
T;1;285.673;286.38;3.8;238;10.47;-164.51;-109.17
T;1;285.698;286.42;3.6;232;10.5;-154.61;-103.67
T;1;285.723;286.46;2.6;241;10.38;-149.6;-100.89
T;1;285.749;286.5;5.1;229;10.14;-157.2;-105.11
T;1;285.774;286.54;7.2;241;10.02;-155.54;-104.19
T;1;285.799;286.58;7.4;237;10.11;-153.76;-103.2
T;1;285.825;286.62;9;220;10.11;-153.67;-103.15
T;1;285.85;286.66;11;209;10.09;-155.18;-103.99
T;1;285.875;286.7;12.4;222;10;-157.67;-105.37
T;1;285.901;286.74;12.7;219;9.96;-159.45;-106.36
T;1;285.926;286.78;13.3;218;9.97;-161.14;-107.3
T;1;285.951;286.82;12.9;218;10;-162.51;-108.06
T;1;285.976;286.86;12.2;215;10.02;-163.21;-108.45
T;1;286.002;286.9;10.4;232;10;-163.37;-108.54
T;1;286.027;286.94;7;236;9.94;-163.64;-108.69
T;1;286.052;286.98;7;236;10;-163.17;-108.43
T;1;286.077;287.02;3.5;222;9.94;-163.91;-108.84
T;1;286.103;287.06;3.1;232;9.94;-163.19;-108.44
T;1;286.128;287.1;2.9;214;9.94;-163.98;-108.88
T;1;286.153;287.14;3.5;221;9.94;-164.18;-108.99
T;1;286.179;287.18;5.5;200;9.97;-164.65;-109.25
T;1;286.204;287.22;7.9;215;9.97;-164.63;-109.24
T;1;286.229;287.26;10.9;223;10.09;-164.78;-109.32
T;1;286.254;287.3;12.5;229;10.41;-163.91;-108.84
T;1;286.28;287.34;7.6;232;10.54;-164.31;-109.06
T;1;286.305;287.38;4.9;216;10.5;-164.49;-109.16
T;1;286.33;287.42;4.2;227;10.5;-162.18;-107.88
T;1;286.355;287.46;4.8;227;10.31;-159.79;-106.55
T;1;286.381;287.5;6.1;227;10.08;-158.01;-105.56
T;1;286.406;287.54;7;223;10.02;-155.43;-104.13
T;1;286.431;287.58;7.6;212;10.02;-153.67;-103.15
T;1;286.456;287.62;10.7;213;10.02;-154.14;-103.41
T;1;286.482;287.66;13;223;9.96;-155.97;-104.43
T;1;286.507;287.7;14.2;225;9.94;-158.24;-105.69
T;1;286.532;287.74;15.4;213;9.96;-159.65;-106.47
T;1;286.557;287.78;15.9;224;10.02;-161.5;-107.5
T;1;286.583;287.82;14.9;225;10.02;-162.31;-107.95
T;1;286.608;287.86;11.9;230;10.07;-163.16;-108.42
T;1;286.633;287.9;11.5;236;10.02;-163.73;-108.74
T;1;286.658;287.94;8.8;226;9.94;-163.57;-108.65
T;1;286.684;287.98;6.1;227;9.94;-164.31;-109.06
T;1;286.709;288.02;4.5;225;9.94;-163.75;-108.75
T;1;286.734;288.06;4.8;225;9.91;-164.24;-109.02
T;1;286.759;288.1;4.3;223;9.94;-163.55;-108.64
T;1;286.785;288.14;6.7;219;9.96;-163.82;-108.79
T;1;286.81;288.18;6.9;217;9.97;-163.66;-108.7
T;1;286.835;288.22;10.3;213;9.97;-164.31;-109.06
T;1;286.86;288.26;12.2;219;10.11;-164.4;-109.11
T;1;286.886;288.3;12.2;233;10.47;-164.04;-108.91
T;1;286.911;288.34;9.3;243;10.6;-164.04;-108.91
T;1;286.936;288.38;5.8;221;10.53;-164.27;-109.04
T;1;286.961;288.42;3.6;228;10.47;-162.18;-107.88
T;1;286.987;288.46;3.5;238;10.25;-160.06;-106.7
T;1;287.012;288.5;3.9;234;10.08;-158.03;-105.57
T;1;287.037;288.54;5.3;237;10;-156.24;-104.58
T;1;287.062;288.58;7.6;221;9.97;-154.1;-103.39
T;1;287.087;288.62;10;213;10;-154.39;-103.55
T;1;287.113;288.66;12.2;219;10.02;-156.05;-104.47
T;1;287.138;288.7;13;218;9.94;-157.79;-105.44
T;1;287.163;288.74;12.7;207;9.98;-159.99;-106.66
T;1;287.188;288.78;11.7;216;9.97;-161.73;-107.63
T;1;287.214;288.82;11.4;231;10.02;-162.78;-108.21
T;1;287.239;288.86;10.4;241;9.98;-163.19;-108.44
T;1;287.264;288.9;7.5;246;9.94;-163.8;-108.78
T;1;287.289;288.94;5.4;248;9.94;-163.61;-108.67
T;1;287.314;288.98;3.2;238;9.94;-163.59;-108.66
T;1;287.34;289.02;2.1;246;9.89;-162.85;-108.25
T;1;287.365;289.06;2.2;233;9.85;-164.69;-109.27
T;1;287.39;289.1;2.7;228;9.91;-164.02;-108.9
T;1;287.415;289.14;4;232;9.98;-164.92;-109.4
T;1;287.441;289.18;7.3;215;10.02;-164.76;-109.31
T;1;287.466;289.22;8.4;209;9.97;-166.2;-110.11
T;1;287.491;289.26;9.8;225;10.05;-166.43;-110.24
T;1;287.516;289.3;10.2;238;10.41;-164.54;-109.19
T;1;287.541;289.34;5.1;234;10.47;-165.15;-109.53
T;1;287.567;289.38;2.6;240;10.38;-163.1;-108.39
T;1;287.592;289.42;3.6;231;10.41;-160.83;-107.13
T;1;287.617;289.46;2.4;212;10.29;-147.14;-99.52
T;1;287.642;289.5;6.1;227;10.08;-155.45;-104.14
T;1;287.667;289.54;8.9;242;9.96;-154.75;-103.75
